YEAR,MONTH,DATASOURCE,PORTROUTE,WEEKDAY,ARRIVEDEPART,AM_PM_NIGHT,SAMPINTERVAL,MIGTOTAL,ORDTOTAL
2017,1,Non Response,371,1,2,2,0,0,0
2017,1,Non Response,371,2,2,2,0,2,0
2017,1,Non Response,381,1,2,1,0,0,0
2017,1,Non Response,381,2,2,1,0,32,0
2017,1,Non Response,381,1,2,2,0,0,0
2017,1,Non Response,381,2,2,2,0,0,0
2017,1,Non Response,382,1,2,1,0,0,0
2017,1,Non Response,382,2,2,1,0,5,0
2017,1,Non Response,382,1,2,2,0,0,0
2017,1,Non Response,382,2,2,2,0,13,0
2017,1,Non Response,391,1,2,1,0,0,0
2017,1,Non Response,391,2,2,1,0,5,0
2017,1,Non Response,391,1,2,2,0,6,0
2017,1,Non Response,391,2,2,2,0,0,0
2017,1,Non Response,393,1,2,1,0,0,0
2017,1,Non Response,393,1,2,2,0,0,0
2017,1,Non Response,401,1,2,1,0,0,0
2017,1,Non Response,401,2,2,1,0,0,0
2017,1,Non Response,401,1,2,2,0,0,0
2017,1,Non Response,401,2,2,2,0,0,0
2017,1,Non Response,411,1,2,1,0,0,0
2017,1,Non Response,411,2,2,1,0,0,0
2017,1,Non Response,411,1,2,2,0,8,0
2017,1,Non Response,411,2,2,2,0,9,0
2017,1,Non Response,421,1,2,1,0,0,0
2017,1,Non Response,421,2,2,1,0,0,0
2017,1,Non Response,421,1,2,2,0,81,0
2017,1,Non Response,421,2,2,2,0,0,0
2017,1,Non Response,441,1,2,1,0,12,0
2017,1,Non Response,441,2,2,1,0,0,0
2017,1,Non Response,441,1,2,2,0,0,0
2017,1,Non Response,441,2,2,2,0,0,0
2017,1,Non Response,451,1,2,1,0,0,0
2017,1,Non Response,451,2,2,1,0,0,0
2017,1,Non Response,451,1,2,2,0,0,0
2017,1,Non Response,451,2,2,2,0,0,0
2017,1,Non Response,461,1,2,1,0,0,0
2017,1,Non Response,461,2,2,1,0,0,0
2017,1,Non Response,461,1,2,2,0,0,0
2017,1,Non Response,461,2,2,2,0,0,0
2017,1,Non Response,471,1,2,1,0,0,0
2017,1,Non Response,471,2,2,1,0,0,0
2017,1,Non Response,471,1,2,2,0,0,0
2017,1,Non Response,471,2,2,2,0,0,0
2017,1,Non Response,481,1,2,1,0,0,0
2017,1,Non Response,481,2,2,1,0,0,0
2017,1,Non Response,481,1,2,2,0,0,0
2017,1,Non Response,481,2,2,2,0,0,0
2017,1,Non Response,611,1,2,1,0,16,0
2017,1,Non Response,611,2,2,1,0,0,0
2017,1,Non Response,611,1,2,2,0,1,0
2017,1,Non Response,611,2,2,2,0,3,0
2017,1,Non Response,611,1,2,3,0,6,0
2017,1,Non Response,611,2,2,3,0,0,0
2017,1,Non Response,612,1,2,1,0,1,0
2017,1,Non Response,612,2,2,1,0,0,0
2017,1,Non Response,612,1,2,2,0,5,0
2017,1,Non Response,612,2,2,2,0,0,0
2017,1,Non Response,612,1,2,3,0,0,0
2017,1,Non Response,612,2,2,3,0,2,0
2017,1,Non Response,613,1,2,1,0,0,0
2017,1,Non Response,613,2,2,1,0,0,0
2017,1,Non Response,613,1,2,2,0,0,0
2017,1,Non Response,613,2,2,2,0,0,0
2017,1,Non Response,621,1,2,1,0,0,0
2017,1,Non Response,621,2,2,1,0,0,0
2017,1,Non Response,621,1,2,2,0,0,0
2017,1,Non Response,621,2,2,2,0,0,0
2017,1,Non Response,631,1,2,1,0,0,0
2017,1,Non Response,631,2,2,1,0,0,0
2017,1,Non Response,631,1,2,2,0,0,0
2017,1,Non Response,631,2,2,2,0,0,0
2017,1,Non Response,632,1,2,1,0,0,0
2017,1,Non Response,632,2,2,1,0,0,0
2017,1,Non Response,632,1,2,2,0,3,0
2017,1,Non Response,632,2,2,2,0,0,0
2017,1,Non Response,633,1,2,1,0,0,0
2017,1,Non Response,633,2,2,1,0,0,0
2017,1,Non Response,633,1,2,2,0,0,0
2017,1,Non Response,633,2,2,2,0,0,0
2017,1,Non Response,634,1,2,1,0,0,0
2017,1,Non Response,634,2,2,1,0,0,0
2017,1,Non Response,634,1,2,2,0,0,0
2017,1,Non Response,634,2,2,2,0,0,0
2017,1,Non Response,635,1,2,1,0,0,0
2017,1,Non Response,635,2,2,1,0,0,0
2017,1,Non Response,635,1,2,2,0,0,0
2017,1,Non Response,635,2,2,2,0,0,0
2017,1,Non Response,636,1,2,2,0,0,0
2017,1,Non Response,641,1,2,1,0,0,0
2017,1,Non Response,641,2,2,1,0,0,0
2017,1,Non Response,641,1,2,2,0,0,0
2017,1,Non Response,641,2,2,2,0,0,0
2017,1,Non Response,651,1,2,1,0,0,0
2017,1,Non Response,651,2,2,1,0,0,0
2017,1,Non Response,651,1,2,2,0,0,0
2017,1,Non Response,651,2,2,2,0,0,0
2017,1,Non Response,661,1,2,1,0,0,0
2017,1,Non Response,661,2,2,1,0,0,0
2017,1,Non Response,661,1,2,2,0,0,0
2017,1,Non Response,661,2,2,2,0,0,0
2017,1,Non Response,662,1,2,1,0,0,0
2017,1,Non Response,662,2,2,1,0,0,0
2017,1,Non Response,662,1,2,2,0,0,0
2017,1,Non Response,662,2,2,2,0,0,0
2017,1,Non Response,671,1,2,1,0,0,0
2017,1,Non Response,671,2,2,1,0,0,0
2017,1,Non Response,671,1,2,2,0,0,0
2017,1,Non Response,671,2,2,2,0,0,0
2017,1,Non Response,672,1,2,1,0,0,0
2017,1,Non Response,672,2,2,1,0,0,0
2017,1,Non Response,672,1,2,2,0,0,0
2017,1,Non Response,672,2,2,2,0,0,0
2017,1,Non Response,682,1,2,1,0,0,0
2017,1,Non Response,682,2,2,1,0,0,0
2017,1,Non Response,682,1,2,2,0,0,0
2017,1,Non Response,682,2,2,2,0,0,0
2017,1,Non Response,691,1,2,1,0,0,0
2017,1,Non Response,691,2,2,1,0,0,0
2017,1,Non Response,691,1,2,2,0,0,0
2017,1,Non Response,691,2,2,2,0,0,0
2017,1,Non Response,692,1,2,1,0,0,0
2017,1,Non Response,692,2,2,1,0,0,0
2017,1,Non Response,692,1,2,2,0,0,0
2017,1,Non Response,692,2,2,2,0,0,0
2017,1,Non Response,701,1,2,1,0,0,0
2017,1,Non Response,701,2,2,1,0,0,0
2017,1,Non Response,701,1,2,2,0,0,0
2017,1,Non Response,701,2,2,2,0,0,0
2017,1,Non Response,701,1,2,3,0,5,0
2017,1,Non Response,711,1,2,1,0,0,0
2017,1,Non Response,711,2,2,1,0,0,0
2017,1,Non Response,711,1,2,2,0,0,0
2017,1,Non Response,711,2,2,2,0,0,0
2017,1,Non Response,721,1,2,1,0,0,0
2017,1,Non Response,721,2,2,1,0,0,0
2017,1,Non Response,721,1,2,2,0,0,0
2017,1,Non Response,721,2,2,2,0,0,0
2017,1,Non Response,722,1,2,1,0,0,0
2017,1,Non Response,722,2,2,1,0,0,0
2017,1,Non Response,722,1,2,2,0,0,0
2017,1,Non Response,722,2,2,2,0,0,0
2017,1,Non Response,731,2,2,2,0,0,0
2017,1,Non Response,811,1,2,1,0,2,0
2017,1,Non Response,811,2,2,1,0,0,0
2017,1,Non Response,811,1,2,2,0,2,0
2017,1,Non Response,811,2,2,2,0,0,0
2017,1,Non Response,811,1,2,3,0,1,0
2017,1,Non Response,811,2,2,3,0,0,0
2017,1,Non Response,812,1,2,1,0,0,0
2017,1,Non Response,812,2,2,1,0,0,0
2017,1,Non Response,812,1,2,2,0,0,0
2017,1,Non Response,812,2,2,2,0,0,0
2017,1,Non Response,812,1,2,3,0,0,0
2017,1,Non Response,812,2,2,3,0,0,0
2017,1,Non Response,813,2,2,1,0,0,0
2017,1,Non Response,813,1,2,2,0,0,0
2017,1,Non Response,813,2,2,2,0,0,0
2017,1,Non Response,813,1,2,3,0,0,0
2017,1,Non Response,911,1,2,1,0,33,0
2017,1,Non Response,911,2,2,1,0,0,0
2017,1,Non Response,911,1,2,2,0,56,0
2017,1,Non Response,911,2,2,2,0,145,0
2017,1,Non Response,921,1,2,1,0,0,0
2017,2,Non Response,111,1,1,1,0,0,0
2017,2,Non Response,111,2,1,1,0,0,0
2017,2,Non Response,111,1,1,2,0,0,0
2017,2,Non Response,111,2,1,2,0,0,0
2017,2,Non Response,119,1,1,1,0,2,0
2017,2,Non Response,119,2,1,1,0,0,0
2017,2,Non Response,119,1,1,2,0,0,0
2017,2,Non Response,119,2,1,2,0,0,0
2017,2,Non Response,121,1,1,1,0,31,0
2017,2,Non Response,121,2,1,1,0,0,0
2017,2,Non Response,121,1,1,2,0,14,0
2017,2,Non Response,121,2,1,2,0,0,0
2017,2,Non Response,131,1,1,1,0,15,0
2017,2,Non Response,131,2,1,1,0,135,0
2017,2,Non Response,131,1,1,2,0,38,0
2017,2,Non Response,131,2,1,2,0,9,0
2017,2,Non Response,132,1,1,1,0,185,0
2017,2,Non Response,132,2,1,1,0,110,0
2017,2,Non Response,132,1,1,2,0,62,0
2017,2,Non Response,132,2,1,2,0,189,0
2017,2,Non Response,133,1,1,1,0,2,0
2017,2,Non Response,133,1,1,2,0,0,0
2017,2,Non Response,133,2,1,1,0,0,0
2017,2,Non Response,134,1,1,1,0,0,0
2017,2,Non Response,134,2,1,1,0,0,0
2017,2,Non Response,134,1,1,2,0,0,0
2017,2,Non Response,134,2,1,2,0,8,0
2017,2,Non Response,141,1,1,1,0,36,0
2017,2,Non Response,141,2,1,1,0,0,0
2017,2,Non Response,141,1,1,2,0,32,0
2017,2,Non Response,141,2,1,2,0,41,0
2017,2,Non Response,142,1,1,1,0,11,0
2017,2,Non Response,142,2,1,1,0,0,0
2017,2,Non Response,142,1,1,2,0,50,0
2017,2,Non Response,142,2,1,2,0,15,0
2017,2,Non Response,144,1,1,1,0,0,0
2017,2,Non Response,144,1,1,2,0,0,0
2017,2,Non Response,150,1,1,1,0,0,0
2017,2,Non Response,150,2,1,1,0,0,0
2017,2,Non Response,150,1,1,2,0,0,0
2017,2,Non Response,150,2,1,2,0,0,0
2017,2,Non Response,151,1,1,1,0,15,0
2017,2,Non Response,151,2,1,1,0,0,0
2017,2,Non Response,151,1,1,2,0,32,0
2017,2,Non Response,151,2,1,2,0,315,0
2017,2,Non Response,152,1,1,1,0,0,0
2017,2,Non Response,152,2,1,1,0,0,0
2017,2,Non Response,152,1,1,2,0,0,0
2017,2,Non Response,152,2,1,2,0,0,0
2017,2,Non Response,153,1,1,1,0,54,0
2017,2,Non Response,153,1,1,2,0,0,0
2017,2,Non Response,153,2,1,2,0,92,0
2017,2,Non Response,153,2,1,1,0,0,0
2017,2,Non Response,160,1,1,1,0,0,0
2017,2,Non Response,160,2,1,1,0,0,0
2017,2,Non Response,160,1,1,2,0,0,0
2017,2,Non Response,160,2,1,2,0,0,0
2017,2,Non Response,161,1,1,1,0,0,0
2017,2,Non Response,161,2,1,1,0,0,0
2017,2,Non Response,161,1,1,2,0,0,0
2017,2,Non Response,161,2,1,2,0,0,0
2017,2,Non Response,162,1,1,1,0,1,0
2017,2,Non Response,162,2,1,1,0,0,0
2017,2,Non Response,162,1,1,2,0,0,0
2017,2,Non Response,162,2,1,2,0,0,0
2017,2,Non Response,163,1,1,1,0,0,0
2017,2,Non Response,163,2,1,1,0,0,0
2017,2,Non Response,163,1,1,2,0,0,0
2017,2,Non Response,163,2,1,2,0,0,0
2017,2,Non Response,164,1,1,1,0,0,0
2017,2,Non Response,164,2,1,1,0,0,0
2017,2,Non Response,164,1,1,2,0,0,0
2017,2,Non Response,164,2,1,2,0,0,0
2017,2,Non Response,165,1,1,1,0,3,0
2017,2,Non Response,165,2,1,1,0,0,0
2017,2,Non Response,165,1,1,2,0,1,0
2017,2,Non Response,165,2,1,2,0,0,0
2017,2,Non Response,181,1,1,1,0,143,0
2017,2,Non Response,181,2,1,1,0,0,0
2017,2,Non Response,181,1,1,2,0,0,0
2017,2,Non Response,181,2,1,2,0,112,0
2017,2,Non Response,189,1,1,1,0,0,0
2017,2,Non Response,189,2,1,1,0,0,0
2017,2,Non Response,189,1,1,2,0,0,0
2017,2,Non Response,189,2,1,2,0,0,0
2017,2,Non Response,191,1,1,1,0,52,0
2017,2,Non Response,191,2,1,1,0,0,0
2017,2,Non Response,191,1,1,2,0,0,0
2017,2,Non Response,191,2,1,2,0,152,0
2017,2,Non Response,192,1,1,1,0,0,0
2017,2,Non Response,192,2,1,1,0,0,0
2017,2,Non Response,192,1,1,2,0,0,0
2017,2,Non Response,192,2,1,2,0,0,0
2017,2,Non Response,199,1,1,1,0,0,0
2017,2,Non Response,199,2,1,1,0,0,0
2017,2,Non Response,199,1,1,2,0,0,0
2017,2,Non Response,199,2,1,2,0,0,0
2017,2,Non Response,201,1,1,1,0,7,0
2017,2,Non Response,201,2,1,1,0,0,0
2017,2,Non Response,201,1,1,2,0,14,0
2017,2,Non Response,201,2,1,2,0,65,0
2017,2,Non Response,202,1,1,1,0,101,0
2017,2,Non Response,202,2,1,1,0,0,0
2017,2,Non Response,202,1,1,2,0,19,0
2017,2,Non Response,202,2,1,2,0,18,0
2017,2,Non Response,203,1,1,1,0,0,0
2017,2,Non Response,203,2,1,1,0,28,0
2017,2,Non Response,203,1,1,2,0,43,0
2017,2,Non Response,204,1,1,1,0,0,0
2017,2,Non Response,204,1,1,2,0,0,0
2017,2,Non Response,204,2,1,2,0,0,0
2017,2,Non Response,211,1,1,1,0,130,0
2017,2,Non Response,211,2,1,1,0,0,0
2017,2,Non Response,211,1,1,2,0,48,0
2017,2,Non Response,211,2,1,2,0,0,0
2017,2,Non Response,219,1,1,1,0,0,0
2017,2,Non Response,219,2,1,1,0,0,0
2017,2,Non Response,219,1,1,2,0,0,0
2017,2,Non Response,219,2,1,2,0,0,0
2017,2,Non Response,221,1,1,1,0,7,0
2017,2,Non Response,221,2,1,1,0,0,0
2017,2,Non Response,221,1,1,2,0,40,0
2017,2,Non Response,221,2,1,2,0,2,0
2017,2,Non Response,223,1,1,1,0,0,0
2017,2,Non Response,223,2,1,2,0,5,0
2017,2,Non Response,223,1,1,2,0,0,0
2017,2,Non Response,231,1,1,1,0,0,0
2017,2,Non Response,231,2,1,1,0,0,0
2017,2,Non Response,231,1,1,2,0,200,0
2017,2,Non Response,231,2,1,2,0,0,0
2017,2,Non Response,234,1,1,1,0,0,0
2017,2,Non Response,234,2,1,1,0,0,0
2017,2,Non Response,234,1,1,2,0,0,0
2017,2,Non Response,241,1,1,1,0,164,0
2017,2,Non Response,241,2,1,1,0,0,0
2017,2,Non Response,241,1,1,2,0,384,0
2017,2,Non Response,241,2,1,2,0,67,0
2017,2,Non Response,243,1,1,1,0,0,0
2017,2,Non Response,243,1,1,2,0,261,0
2017,2,Non Response,243,2,1,1,0,0,0
2017,2,Non Response,243,2,1,2,0,0,0
2017,2,Non Response,311,1,1,1,0,21,0
2017,2,Non Response,311,2,1,1,0,130,0
2017,2,Non Response,311,1,1,2,0,63,0
2017,2,Non Response,311,2,1,2,0,0,0
2017,2,Non Response,313,1,1,1,0,8,0
2017,2,Non Response,313,2,1,1,0,0,0
2017,2,Non Response,313,1,1,2,0,0,0
2017,2,Non Response,313,2,1,2,0,0,0
2017,2,Non Response,321,1,1,1,0,9,0
2017,2,Non Response,321,2,1,1,0,0,0
2017,2,Non Response,321,1,1,2,0,0,0
2017,2,Non Response,321,2,1,2,0,0,0
2017,2,Non Response,331,1,1,1,0,0,0
2017,2,Non Response,331,2,1,1,0,0,0
2017,2,Non Response,331,1,1,2,0,0,0
2017,2,Non Response,331,2,1,2,0,0,0
2017,2,Non Response,341,1,1,1,0,0,0
2017,2,Non Response,341,2,1,1,0,0,0
2017,2,Non Response,341,1,1,2,0,0,0
2017,2,Non Response,341,2,1,2,0,0,0
2017,2,Non Response,351,1,1,1,0,33,0
2017,2,Non Response,351,2,1,1,0,0,0
2017,2,Non Response,351,1,1,2,0,54,0
2017,2,Non Response,351,2,1,2,0,158,0
2017,2,Non Response,361,1,1,1,0,4,0
2017,2,Non Response,361,2,1,1,0,0,0
2017,2,Non Response,361,1,1,2,0,8,0
2017,2,Non Response,361,2,1,2,0,6,0
2017,2,Non Response,371,1,1,1,0,0,0
2017,2,Non Response,371,2,1,1,0,14,0
2017,2,Non Response,371,1,1,2,0,21,0
2017,2,Non Response,371,2,1,2,0,0,0
2017,2,Non Response,381,1,1,1,0,7,0
2017,2,Non Response,381,2,1,1,0,0,0
2017,2,Non Response,381,1,1,2,0,0,0
2017,2,Non Response,381,2,1,2,0,28,0
2017,2,Non Response,382,1,1,1,0,0,0
2017,2,Non Response,382,2,1,1,0,0,0
2017,2,Non Response,382,1,1,2,0,0,0
2017,2,Non Response,382,2,1,2,0,0,0
2017,2,Non Response,391,1,1,1,0,3,0
2017,2,Non Response,391,2,1,1,0,0,0
2017,2,Non Response,391,1,1,2,0,0,0
2017,2,Non Response,391,2,1,2,0,33,0
2017,2,Non Response,393,1,1,1,0,0,0
2017,2,Non Response,393,1,1,2,0,0,0
2017,2,Non Response,393,2,1,1,0,5,0
2017,2,Non Response,393,2,2,1,0,0,0
2017,2,Non Response,393,2,1,2,0,0,0
2017,2,Non Response,401,1,1,1,0,3,0
2017,2,Non Response,401,2,1,1,0,0,0
2017,2,Non Response,401,1,1,2,0,0,0
2017,2,Non Response,401,2,1,2,0,0,0
2017,2,Non Response,411,1,1,1,0,15,0
2017,2,Non Response,411,2,1,1,0,0,0
2017,2,Non Response,411,1,1,2,0,0,0
2017,2,Non Response,411,2,1,2,0,22,0
2017,2,Non Response,421,1,1,1,0,0,0
2017,2,Non Response,421,2,1,1,0,0,0
2017,2,Non Response,421,1,1,2,0,104,0
2017,2,Non Response,421,2,1,2,0,0,0
2017,2,Non Response,441,1,1,1,0,10,0
2017,2,Non Response,441,2,1,1,0,32,0
2017,2,Non Response,441,1,1,2,0,10,0
2017,2,Non Response,441,2,1,2,0,0,0
2017,2,Non Response,443,1,1,1,0,0,0
2017,2,Non Response,443,2,1,1,0,0,0
2017,2,Non Response,443,1,1,2,0,0,0
2017,2,Non Response,451,1,1,1,0,0,0
2017,2,Non Response,451,2,1,1,0,0,0
2017,2,Non Response,451,1,1,2,0,0,0
2017,2,Non Response,451,2,1,2,0,0,0
2017,2,Non Response,461,1,1,1,0,0,0
2017,2,Non Response,461,2,1,1,0,0,0
2017,2,Non Response,461,1,1,2,0,0,0
2017,2,Non Response,461,2,1,2,0,0,0
2017,2,Non Response,471,1,1,1,0,0,0
2017,2,Non Response,471,2,1,1,0,0,0
2017,2,Non Response,471,1,1,2,0,0,0
2017,2,Non Response,471,2,1,2,0,0,0
2017,2,Non Response,481,1,1,1,0,0,0
2017,2,Non Response,481,2,1,1,0,0,0
2017,2,Non Response,481,1,1,2,0,0,0
2017,2,Non Response,481,2,1,2,0,0,0
2017,2,Non Response,611,1,1,1,0,2,0
2017,2,Non Response,611,2,1,1,0,0,0
2017,2,Non Response,611,1,1,2,0,5,0
2017,2,Non Response,611,2,1,2,0,0,0
2017,2,Non Response,611,1,1,3,0,10,0
2017,2,Non Response,611,2,1,3,0,0,0
2017,2,Non Response,612,1,1,1,0,0,0
2017,2,Non Response,612,2,1,1,0,0,0
2017,2,Non Response,612,1,1,2,0,0,0
2017,2,Non Response,612,2,1,2,0,3,0
2017,2,Non Response,612,1,1,3,0,0,0
2017,2,Non Response,612,2,1,3,0,0,0
2017,2,Non Response,613,1,1,1,0,0,0
2017,2,Non Response,613,2,1,1,0,0,0
2017,2,Non Response,613,1,1,2,0,0,0
2017,2,Non Response,613,2,1,2,0,0,0
2017,2,Non Response,613,1,1,3,0,0,0
2017,2,Non Response,613,2,1,3,0,0,0
2017,2,Non Response,621,1,1,1,0,0,0
2017,2,Non Response,621,2,1,1,0,0,0
2017,2,Non Response,621,1,1,2,0,0,0
2017,2,Non Response,621,2,1,2,0,0,0
2017,2,Non Response,631,1,1,1,0,0,0
2017,2,Non Response,631,2,1,1,0,0,0
2017,2,Non Response,631,1,1,2,0,0,0
2017,2,Non Response,631,2,1,2,0,0,0
2017,2,Non Response,632,1,1,1,0,0,0
2017,2,Non Response,632,2,1,1,0,0,0
2017,2,Non Response,632,1,1,2,0,0,0
2017,2,Non Response,632,2,1,2,0,0,0
2017,2,Non Response,633,1,1,1,0,0,0
2017,2,Non Response,633,2,1,1,0,0,0
2017,2,Non Response,633,1,1,2,0,0,0
2017,2,Non Response,633,2,1,2,0,0,0
2017,2,Non Response,634,1,1,1,0,0,0
2017,2,Non Response,634,2,1,1,0,0,0
2017,2,Non Response,634,1,1,2,0,0,0
2017,2,Non Response,634,2,1,2,0,0,0
2017,2,Non Response,635,1,1,1,0,0,0
2017,2,Non Response,635,2,1,1,0,0,0
2017,2,Non Response,635,1,1,2,0,0,0
2017,2,Non Response,635,2,1,2,0,0,0
2017,2,Non Response,641,1,1,1,0,0,0
2017,2,Non Response,641,2,1,1,0,0,0
2017,2,Non Response,641,1,1,2,0,0,0
2017,2,Non Response,641,2,1,2,0,0,0
2017,2,Non Response,651,1,1,1,0,0,0
2017,2,Non Response,651,2,1,1,0,0,0
2017,2,Non Response,651,1,1,2,0,0,0
2017,2,Non Response,651,2,1,2,0,0,0
2017,2,Non Response,661,1,1,1,0,0,0
2017,2,Non Response,661,2,1,1,0,0,0
2017,2,Non Response,661,1,1,2,0,0,0
2017,2,Non Response,661,2,1,2,0,0,0
2017,2,Non Response,662,1,1,1,0,0,0
2017,2,Non Response,662,2,1,1,0,0,0
2017,2,Non Response,662,1,1,2,0,0,0
2017,2,Non Response,662,2,1,2,0,0,0
2017,2,Non Response,671,1,1,1,0,0,0
2017,2,Non Response,671,2,1,1,0,0,0
2017,2,Non Response,671,1,1,2,0,0,0
2017,2,Non Response,671,2,1,2,0,0,0
2017,2,Non Response,672,1,1,1,0,0,0
2017,2,Non Response,672,2,1,1,0,0,0
2017,2,Non Response,672,1,1,2,0,0,0
2017,2,Non Response,672,2,1,2,0,0,0
2017,2,Non Response,682,1,1,1,0,0,0
2017,2,Non Response,682,2,1,1,0,0,0
2017,2,Non Response,682,1,1,2,0,0,0
2017,2,Non Response,682,2,1,2,0,0,0
2017,2,Non Response,691,1,1,1,0,0,0
2017,2,Non Response,691,2,1,1,0,0,0
2017,2,Non Response,691,1,1,2,0,0,0
2017,2,Non Response,691,2,1,2,0,0,0
2017,2,Non Response,692,1,1,1,0,0,0
2017,2,Non Response,692,2,1,1,0,0,0
2017,2,Non Response,692,1,1,2,0,0,0
2017,2,Non Response,692,2,1,2,0,0,0
2017,2,Non Response,701,1,1,1,0,0,0
2017,2,Non Response,701,2,1,1,0,0,0
2017,2,Non Response,701,1,1,2,0,0,0
2017,2,Non Response,701,2,1,2,0,0,0
2017,2,Non Response,701,1,1,3,0,0,0
2017,2,Non Response,701,2,1,3,0,0,0
2017,2,Non Response,701,2,2,3,0,0,0
2017,2,Non Response,711,1,1,1,0,0,0
2017,2,Non Response,711,2,1,1,0,0,0
2017,2,Non Response,711,1,1,2,0,0,0
2017,2,Non Response,711,2,1,2,0,0,0
2017,2,Non Response,721,1,1,1,0,0,0
2017,2,Non Response,721,2,1,1,0,0,0
2017,2,Non Response,721,1,1,2,0,0,0
2017,2,Non Response,721,2,1,2,0,0,0
2017,2,Non Response,722,1,1,1,0,0,0
2017,2,Non Response,722,2,1,1,0,0,0
2017,2,Non Response,722,1,1,2,0,0,0
2017,2,Non Response,722,2,1,2,0,0,0
2017,2,Non Response,731,2,1,2,0,0,0
2017,2,Non Response,811,1,1,1,0,0,0
2017,2,Non Response,811,2,1,1,0,1,0
2017,2,Non Response,811,1,1,2,0,0,0
2017,2,Non Response,811,2,1,2,0,0,0
2017,2,Non Response,811,1,1,3,0,0,0
2017,2,Non Response,811,2,1,3,0,0,0
2017,2,Non Response,812,1,1,1,0,0,0
2017,2,Non Response,812,2,1,1,0,0,0
2017,2,Non Response,812,1,1,2,0,0,0
2017,2,Non Response,812,2,1,2,0,0,0
2017,2,Non Response,812,1,1,3,0,0,0
2017,2,Non Response,812,2,1,3,0,0,0
2017,2,Non Response,911,1,1,1,0,43,0
2017,2,Non Response,911,2,1,1,0,10,0
2017,2,Non Response,911,1,1,2,0,141,0
2017,2,Non Response,911,2,1,2,0,33,0
2017,2,Non Response,913,1,1,1,0,98,0
2017,2,Non Response,913,2,1,1,0,0,0
2017,2,Non Response,913,1,1,2,0,197,0
2017,2,Non Response,921,1,1,1,0,0,0
2017,2,Non Response,921,2,1,1,0,0,0
2017,2,Non Response,921,1,1,2,0,0,0
2017,2,Non Response,921,2,1,2,0,0,0
